a_i,p_a,f_a,lockdownrelief_percent,new_beta,new_f_a,nDet_T1,nDet_T1_lower_CI,nDet_T1_upper_CI,nTotal_T1,nTotal_T1_lower_CI,nTotal_T1_upper_CI,nSymp_T1,nSymp_T1_lower_CI,nSymp_T1_upper_CI,nDet_T2,nDet_T2_lower_CI,nDet_T2_upper_CI,nTotal_T2,nTotal_T2_lower_CI,nTotal_T2_upper_CI,nSymp_T2,nSymp_T2_lower_CI,nSymp_T2_upper_CI,nDet_T3,nDet_T3_lower_CI,nDet_T3_upper_CI,nTotal_T3,nTotal_T3_lower_CI,nTotal_T3_upper_CI,nSymp_T3,nSymp_T3_lower_CI,nSymp_T3_upper_CI,nDet_T4,nDet_T4_lower_CI,nDet_T4_upper_CI,nTotal_T4,nTotal_T4_lower_CI,nTotal_T4_upper_CI,nSymp_T4,nSymp_T4_lower_CI,nSymp_T4_upper_CI,nDet_T5,nDet_T5_lower_CI,nDet_T5_upper_CI,nTotal_T5,nTotal_T5_lower_CI,nTotal_T5_upper_CI,nSymp_T5,nSymp_T5_lower_CI,nSymp_T5_upper_CI,nDet_T6,nDet_T6_lower_CI,nDet_T6_upper_CI,nTotal_T6,nTotal_T6_lower_CI,nTotal_T6_upper_CI,nSymp_T6,nSymp_T6_lower_CI,nSymp_T6_upper_CI,nDet_T7,nDet_T7_lower_CI,nDet_T7_upper_CI,nTotal_T7,nTotal_T7_lower_CI,nTotal_T7_upper_CI,nSymp_T7,nSymp_T7_lower_CI,nSymp_T7_upper_CI
0.5,0.2,0.1,20.0,100,40.0,28854,26843,30940,38713,35328,42358,28239,26264,30290,112820,102013,123688,414274,359161,485928,106450,96243,116777,8393741,5145639,13714964,37596244,20977898,67074894,7848931,4811117,12808848,403184266,233678640,610435309,969412267,679352013,1195108396,374998354,216402388,566957196,1061666219,983909139,1114423346,1290340120,1264011658,1307793112,971260645,902971897,1017035813,1139085509,1123112605,1151241915,1299500902,1286187872,1310579192,1036262856,1022228178,1046942755,1143741404,1132374679,1153324608,1300009810,1287406196,1310737313,1039823660,1029537784,1048505127,
0.5,0.4,0.1,40.0,100,40.0,29210,27136,31579,49755,45387,54843,27615,25633,29880,134318,123797,145639,505582,437115,588927,115955,106971,125628,8606129,5181350,13673264,37209436,20391740,63471537,7290411,4378312,11609686,353075414,192595474,532270075,898370017,581650089,1137139261,295090854,161606010,442614494,908435873,829728120,955522024,1267124829,1227038064,1290944044,727899433,670404387,761300876,970049675,951534720,983063902,1280919794,1262130464,1295334564,766970328,753373593,776661372,973898338,960298140,984551085,1281754878,1264279168,1295573865,768956495,758312300,777316175,
0.5,0.6,0.1,60.0,100,40.0,28930,26895,31198,67850,62144,74435,25596,23756,27651,170182,152978,188979,716110,600131,856355,125113,112604,138828,11612794,6490982,19540532,52858050,26719913,94485591,8271289,4573121,13983211,374579845,211398321,536456888,957752986,649056089,1166009437,257740839,147272875,363468762,767608559,707431089,803010026,1249706670,1204463965,1277787234,489274807,457375828,507359548,805807620,786855809,819483850,1262776415,1237598843,1281904916,504531422,493582380,512584065,808566738,793149960,820512429,1263680708,1240091536,1282159102,505430236,495883585,512852488,
0.5,0.8,0.1,80.0,100,40.0,29652,27783,31673,115182,106540,124803,22011,20559,23606,233544,207133,263210,1105248,934136,1323539,117783,103986,132839,13173245,7521852,21860928,63266149,33684864,110754743,6280475,3475444,10494950,309912529,186246670,429623622,903363431,625168288,1100738194,138126575,84477462,186426777,595111747,543754469,628221973,1197357416,1140097969,1235705274,235459976,219663954,245446490,629987447,609802311,645188769,1216604468,1183149516,1242993515,243015954,235947132,248483930,633236295,616798885,646533579,1218275425,1187287830,1243551564,243627564,237389228,248701423,
0.5,0.2,0.1,20.0,90.0,40.0,28854,26843,30940,38713,35328,42358,28239,26264,30290,89625,82056,97889,283109,250212,323578,84694,77429,92500,3832921,2483734,6073334,15564205,9141287,26808718,3580292,2318316,5678460,182604823,89460472,334122048,557237692,289418156,899443070,170149845,83450308,311148567,929861043,766988529,1049584062,1247384824,1172243083,1291545726,854240814,706250791,960936139,1116770010,1084413379,1139730356,1284558650,1263550100,1301724876,1016896862,988659085,1036881389,1131360010,1114502596,1145673983,1286715709,1268760676,1302298631,1028669637,1013489955,1041590630,
0.5,0.4,0.1,40.0,90.0,40.0,29210,27136,31579,49755,45387,54843,27615,25633,29880,104532,96810,112757,344510,307668,391802,90512,83973,97567,3848427,2445405,5855399,15125454,8707967,24907797,3250173,2061180,4957422,151911850,70299182,272927462,476276764,228569749,782743877,127551369,59006100,228913710,780408616,611452123,891048160,1201201647,1084326269,1262566028,632606757,501285935,716023380,944239505,906535483,968052514,1257475214,1227039670,1279431443,748363331,721163068,765666794,957566047,937870013,972841229,1261133355,1236900936,1280434106,756250959,741018196,768141233,
0.5,0.6,0.1,60.0,90.0,40.0,28930,26895,31198,67850,62144,74435,25596,23756,27651,127677,116987,139053,477577,412714,555401,94352,86595,102597,4914896,2908653,7974421,20485186,10989845,35456711,3479058,2044157,5665125,171337053,76697821,305174485,545674545,260042957,870204758,119462612,53580283,211158629,673785515,536608252,757281479,1180529031,1058672573,1245087059,437997726,356720411,484575789,781113007,746002444,804017305,1232634361,1193677645,1260749835,490704069,471410055,503610815,790712319,769054104,807330477,1236587668,1204455577,1261797665,494441490,481232317,504670764,
0.5,0.8,0.1,80.0,90.0,40.0,29652,27783,31673,115182,106540,124803,22011,20559,23606,168211,151822,184894,722924,630217,835478,85675,77510,94068,5201484,3165997,8342437,22983200,12914731,39085358,2449781,1450826,3965463,135112220,63656900,234944140,478659870,235820753,763820563,61844401,29371239,106295575,502132229,390870826,575851060,1093778948,947791449,1179846161,205520185,165956082,229888777,598993278,562536234,624173344,1168783821,1115875732,1207453209,232505557,220450719,241037729,610632590,587670330,628746555,1176249836,1134783722,1209836536,235117178,226618788,241926318,
0.5,0.2,0.1,20.0,80.0,40.0,28854,26843,30940,38713,35328,42358,28239,26264,30290,72583,66971,79522,194800,175775,217477,68722,63440,75265,1704649,1176546,2563106,6145615,3844750,10101678,1590478,1097716,2393711,60338164,28309617,120709587,201686244,88787435,403846867,56225301,26311585,112547182,639057694,394804162,873147885,1079783377,838946685,1233359681,590327227,366076058,803652080,1055029196,968706040,1111067002,1253436699,1208296966,1285239149,962987997,886776560,1012019507,1108799795,1079404424,1132132360,1264817078,1237933081,1288104255,1008528138,982428191,1029397674,
0.5,0.4,0.1,40.0,80.0,40.0,29210,27136,31579,49755,45387,54843,27615,25633,29880,82890,77084,89468,237032,216205,261833,72066,67109,77570,1678521,1131845,2432396,5880132,3591910,9235016,1412930,951280,2052503,47417618,21293820,91506461,157521712,66561554,309171235,39795944,17766472,76924587,497629071,272738237,707233476,963348223,646007202,1166868816,409449994,226351653,577021096,874227901,769916991,934364274,1207846941,1134976126,1250897036,697708004,619819811,741562104,928894772,893881907,953418068,1227979233,1191428873,1256221708,734396165,708067857,753091193,
0.5,0.6,0.1,60.0,80.0,40.0,28930,26895,31198,67850,62144,74435,25596,23756,27651,97640,90477,105588,322598,288425,362708,72713,67569,78436,2023518,1283203,3107599,7560102,4341237,12453716,1422465,897957,2192679,52865687,21938781,106635953,184146435,72623743,372907323,36919333,15237650,74515750,447888847,243019865,623567107,947772124,620319269,1149389482,299779819,165662407,409618648,720299433,627882429,772749226,1172153024,1084262419,1224555367,457496676,405394873,486413930,760688125,724530682,786264823,1193953667,1146196003,1230065329,476448972,455241783,491757357,
0.5,0.8,0.1,80.0,80.0,40.0,29652,27783,31673,115182,106540,124803,22011,20559,23606,123900,113624,134060,483984,434350,540109,64102,58882,69195,2013541,1325760,3036152,8009013,4861458,12903464,935727,599707,1425336,37829421,16755321,73956256,142587866,60281004,281128308,17347945,7641608,34094885,294180312,151969325,433236074,775587855,463265592,1015975095,126814970,67059985,181470328,523191121,429865869,581328164,1068406102,941255444,1145655689,207642136,175408056,226881823,572140603,531353126,600770539,1110097339,1045127818,1158651340,221207613,206947643,231487944,
0.5,0.2,0.1,20.0,70.0,40.0,28854,26843,30940,38713,35328,42358,28239,26264,30290,60160,55445,66190,136272,125138,148904,57089,52603,62772,745138,548989,1051678,2327728,1545630,3668744,694559,511852,981100,16186216,8001102,31780261,51113391,22966350,108230672,15063394,7444403,29628327,250788937,107227327,479022057,582941582,278807051,954132530,232646477,99294637,443932119,845021183,614300574,1017510424,1145658630,975868870,1244208029,775497454,566544994,930223754,1052287589,974518221,1103738428,1222734584,1170196257,1262735940,958596560,889716943,1004121466,
0.5,0.4,0.1,40.0,70.0,40.0,29210,27136,31579,49755,45387,54843,27615,25633,29880,67288,62547,73204,166389,154098,179812,58800,54728,63864,722250,523873,988529,2206444,1449476,3266865,606223,439512,831221,12195146,5917808,22854260,37652333,16546409,75039661,10194470,4929360,19157814,165549778,63467207,327176364,419689056,168870203,755325347,137542052,52587943,271281952,638694626,391210180,819757454,1027909196,757177241,1177120193,517825529,320827216,658035962,856371633,753352959,914724438,1161669760,1076646803,1214165566,680496391,603249775,723960486,
0.5,0.6,0.1,60.0,70.0,40.0,28930,26895,31198,67850,62144,74435,25596,23756,27651,76580,71264,82731,223376,204828,242971,57620,53779,62050,822648,567509,1171599,2700574,1688335,4202467,574701,394957,820919,12701773,5669222,25240837,41764756,16853786,88045837,8805265,3897906,17572742,151130848,52918472,305652942,410292742,149760135,756133638,103361268,36211842,207448744,521057045,298870942,676903167,968127402,661505499,1137016606,340501228,200108943,434118672,689343853,587061667,746811481,1109778620,998977871,1176408434,435553833,376607179,468496751,
0.5,0.8,0.1,80.0,70.0,40.0,29652,27783,31673,115182,106540,124803,22011,20559,23606,94006,86683,101695,336318,309992,363308,49704,46038,53541,783834,557863,1095683,2765329,1849347,4141908,360603,255774,506653,8300456,4023201,15772571,29086386,12978039,57935357,3746657,1798036,7190111,76028272,27916368,159513964,240819148,87711211,488810260,33756277,12154900,70393785,301361013,145000535,447979776,728375322,398302610,974941829,126282121,62638927,182150841,471618355,351649965,544480949,962004340,779935725,1068376595,186564276,143646261,211740840,
0.5,0.2,0.1,20.0,60.0,40.0,28854,26843,30940,38713,35328,42358,28239,26264,30290,51180,46972,56391,98154,91101,106171,48689,44711,53593,326718,261126,427364,855550,612086,1263061,304492,243368,397624,3884815,2139525,7163677,10696388,5240842,21552762,3608038,1986319,6664402,48095090,18563947,110509326,126041268,44819716,292639071,44632382,17221964,102622301,350274389,140086162,649986877,660324188,302092094,1033333795,323627191,129771917,599021144,817119724,548879523,1005876887,1073648011,847227157,1202794791,748436370,505427604,917820491,
0.5,0.4,0.1,40.0,60.0,40.0,29210,27136,31579,49755,45387,54843,27615,25633,29880,56130,51672,61361,120712,112586,129596,49340,45517,53805,314088,248243,399878,814391,584533,1121365,263441,208149,335511,2854319,1557999,4949346,7676350,3763355,14294867,2372414,1290316,4124809,27466622,10268660,60565648,72344504,24884002,165567721,22790693,8486904,50377526,195614447,64207529,406741936,424977446,147727935,793782613,161119757,52947873,333686813,561078626,283681964,777793119,894934073,545804989,1103381289,453488848,231929472,622290595,
0.5,0.6,0.1,60.0,60.0,40.0,28930,26895,31198,67850,62144,74435,25596,23756,27651,61931,57422,67271,160834,150144,172843,47183,43933,51054,339752,260354,444298,960052,672749,1371710,236958,181430,310583,2744663,1400166,5010219,7913382,3656452,15610175,1880732,951911,3450660,23259856,7864891,54637259,65763938,20253926,160554394,15881676,5319087,37383203,148409695,41761999,327162970,358048519,104476056,720821968,99963990,28150161,218445518,417413540,175591558,615706802,784304905,390849838,1036660801,272193800,117061376,393929537,
0.5,0.8,0.1,80.0,60.0,40.0,29652,27783,31673,115182,106540,124803,22011,20559,23606,73928,68533,80310,246027,229512,264112,40150,37390,43317,319601,252962,407931,995993,746688,1342968,147576,117150,187907,1718418,975768,2953588,5283991,2770602,9604799,759821,428903,1315846,9697573,3826070,21190614,29559623,10722724,67727683,4248808,1645686,9348912,49707453,14666382,121116772,143093973,40579146,345343807,21536435,6306135,52356251,169057130,51818896,332505515,421824999,138203422,755606546,70982702,22092557,136369762,
0.5,0.2,0.1,20.0,50.0,40.0,28854,26843,30940,38713,35328,42358,28239,26264,30290,44745,40792,49391,73805,68520,80487,42676,38955,47037,150253,129748,180076,316198,248961,426983,140308,121300,168123,884777,557497,1492977,2019258,1135143,3843343,820125,516888,1381133,6116018,2674081,13530659,14190269,5481540,35153302,5661872,2471201,12539799,41943797,12861764,111422990,93614739,26152547,262096522,38803806,11889804,103004361,212735568,59570529,504461568,394446920,117325579,843127972,196275398,54967873,464773734,
0.5,0.4,0.1,40.0,50.0,40.0,29210,27136,31579,49755,45387,54843,27615,25633,29880,48217,44011,52952,91698,85507,99260,42652,39050,46696,145105,126381,169352,310864,250737,391463,122310,106681,142600,651103,415756,1004136,1462685,845638,2447823,538529,343439,832140,3344321,1493185,6737088,7615560,3046788,16407542,2754407,1224692,5567498,17589980,5491561,43816290,39711327,11212011,103821943,14470101,4494370,36137155,83026068,19954122,221481570,174005819,40547775,450303862,68079036,16311426,181498457,
0.5,0.6,0.1,60.0,50.0,40.0,28930,26895,31198,67850,62144,74435,25596,23756,27651,51819,47490,56713,122048,114022,131703,40028,36873,43585,150864,128315,179004,362793,290429,460367,106362,90854,125879,589057,363916,948117,1435247,813069,2484063,400115,247242,639735,2573149,1089329,5467106,6313758,2403215,14319073,1731010,726890,3698877,11574269,3266451,30761165,28267704,7179679,78324553,7765847,2167114,20751755,48470123,9771885,140331840,112879242,21364247,324364757,32365613,6467778,93635355,
0.5,0.8,0.1,80.0,50.0,40.0,29652,27783,31673,115182,106540,124803,22011,20559,23606,60486,55946,65876,191337,179234,205757,33842,31520,36557,145973,128899,168447,411939,354756,491424,69723,62139,79753,388037,272277,573192,1039742,693601,1599931,171464,120330,250363,1086522,567278,2028700,2859481,1394200,5618893,465369,241277,873846,3130317,1168946,7296177,8194299,2822545,20078689,1325871,490539,3111798,9069299,2403140,25393740,23572302,5748166,68594922,3822898,998282,10774603,
0.5,0.2,0.1,20.0,30.0,40.0,28854,26843,30940,38713,35328,42358,28239,26264,30290,36960,33563,40793,49285,45032,54185,35416,32215,39023,49667,46261,53897,67016,62795,72046,47031,43853,50976,70504,63723,81077,96298,83972,118739,66093,59845,75828,105321,84178,146660,145645,108343,223263,97952,78560,135732,164726,108750,291519,230618,139431,448163,152319,100947,268106,268371,140565,600254,380330,179544,929544,247191,129991,551697,
0.5,0.4,0.1,40.0,30.0,40.0,29210,27136,31579,49755,45387,54843,27615,25633,29880,38768,35104,43053,62562,57083,68938,34711,31565,38395,50096,46709,54241,78487,73922,84049,43696,40836,47183,63645,59395,68768,97610,90383,107650,54461,50999,58637,80055,70353,95465,120890,103673,148920,67505,59721,79892,100207,79418,136198,149625,115257,211193,83530,66907,112383,125296,87499,197526,185581,125808,303628,103490,73270,161510,
0.5,0.6,0.1,60.0,30.0,40.0,28930,26895,31198,67850,62144,74435,25596,23756,27651,40174,36479,44491,84175,77247,92192,31883,29161,35035,50866,47405,54928,100560,94505,107751,38530,36051,41413,61030,57020,65339,116208,108628,125023,44861,42188,47760,70832,63884,81339,131378,118587,151461,50974,46484,57677,80428,68177,101118,146307,124418,185380,56964,49284,69976,89966,71547,125738,161224,129408,225825,62924,51345,85680,
0.5,0.8,0.1,80.0,30.0,40.0,29652,27783,31673,115182,106540,124803,22011,20559,23606,45487,41589,49994,138730,128612,150362,26959,24934,29268,55135,51257,59789,154390,144975,165625,30443,28536,32730,61045,57181,65588,164014,154873,174855,32582,30765,34776,64699,60459,69136,169985,160197,180463,33906,31996,36028,66980,62543,72110,173727,163556,184495,34734,32716,36820,68419,63646,74712,176096,165597,188436,35257,33189,37624,
0.5,0.2,0.1,20.0,100,50.0,28854,26843,30940,38713,35328,42358,28239,26264,30290,110636,100722,120966,390628,338531,456504,102440,92951,112043,7750513,4784743,12816655,33536997,18713135,59902540,7068989,4348030,11695688,380021449,213393482,595185062,922656480,618463204,1172057573,344835012,193266788,535156830,1074197399,984961746,1134532252,1284977583,1254181848,1305098995,959831135,882339314,1011620141,1161243960,1142689784,1175242822,1295632924,1280417814,1308439849,1032723880,1016642882,1044872625,1166289022,1153033876,1177616053,1296168841,1281811210,1308527170,1036736202,1024990033,1046781867,
0.5,0.4,0.1,40.0,100,50.0,29210,27136,31579,49755,45387,54843,27615,25633,29880,129355,119345,140247,447871,388532,519371,106792,98696,115638,7238433,4366413,11497326,28901093,15761021,49508849,5787503,3476584,9214177,305246953,154202399,489513682,784137648,457943280,1066350291,241287304,122262033,385324937,928287038,820870636,992451187,1248007653,1192547117,1279949534,705773393,629534511,750218032,1009741503,985124838,1026969979,1267205537,1243614232,1285382559,758209605,740753136,770603752,1014315843,996469833,1028423964,1268175105,1246329027,1285609082,760796215,747487176,771340069,
0.5,0.6,0.1,60.0,100,50.0,28930,26895,31198,67850,62144,74435,25596,23756,27651,162115,146243,179017,593756,500327,707071,109438,99070,120579,8864058,4937488,14941776,35135750,17564241,63505384,5672150,3146424,9608596,309170492,150388347,494060391,786637658,445167227,1070242865,192942558,94664503,304332641,802197055,703018213,859096000,1212464091,1140074414,1254651382,467492101,416335077,495828361,860877082,832271209,881456773,1234033619,1199762568,1260507227,492717540,477357545,503973071,864488984,841930385,882482438,1235260004,1203542989,1260767251,494050993,481249418,504296375,
0.5,0.8,0.1,80.0,100,50.0,29652,27783,31673,115182,106540,124803,22011,20559,23606,222794,198538,250041,847983,723263,1005567,96501,86184,107920,8896383,5062798,14867888,33984292,17822799,60422292,3515733,1982714,5899962,230599211,111559897,375013266,637725840,345897938,921812655,87711743,43120769,140660859,623758682,523255257,687241317,1114501649,1005289004,1180821099,214748827,184562125,232875477,688652379,652505766,714886588,1154615952,1103762491,1193890769,230314697,219227934,238588272,694279143,666620105,716707321,1157749843,1112676617,1194715795,231500789,222392825,238931022,
0.5,0.2,0.1,20.0,90.0,50.0,28854,26843,30940,38713,35328,42358,28239,26264,30290,88116,80757,96163,267590,236541,306187,81837,75103,89257,3536086,2305760,5595215,13842666,8151189,23839769,3221942,2101806,5102806,165660737,79075117,310064522,503368284,251678439,843165529,150570420,71961426,281701161,924371982,741065195,1060360242,1234275852,1144573962,1286292165,829182600,667668400,948120261,1135538510,1097465792,1162417852,1278833057,1254862409,1298449489,1010630058,977874770,1033818341,1152130358,1132603994,1168890987,1281272051,1260983463,1299059218,1024222400,1006981806,1039060197,
0.5,0.4,0.1,40.0,90.0,50.0,29210,27136,31579,49755,45387,54843,27615,25633,29880,101178,93762,109007,306998,275312,347884,84074,78102,90379,3231655,2054886,4906865,11678234,6711527,19241518,2576511,1635333,3921290,120371766,53252323,226102098,367844694,164834038,651549197,95469183,42205789,179274327,757509480,545094374,904411456,1154694700,988655723,1241735349,582613939,423760873,689627642,974939703,922010701,1007320550,1237654313,1198132179,1265413335,733821371,696759656,756608072,993050296,967343516,1012978331,1242626263,1212740837,1266555144,745008334,726052039,759804377,
0.5,0.6,0.1,60.0,90.0,50.0,28930,26895,31198,67850,62144,74435,25596,23756,27651,122482,112624,132952,400225,349008,463121,83676,77234,90465,3738757,2214447,6054360,13467039,7201150,23417912,2378709,1403588,3870868,120525326,48974551,236010586,365688760,149397939,670261973,75845292,30790595,147741633,651464667,447730517,785639704,1097889912,891078873,1205268813,387583371,272151706,459715476,822567767,764250725,858417939,1192061951,1135713276,1231453611,472622115,442449382,491499978,838157414,806429624,862762284,1198726964,1156153328,1232827589,479179369,461463462,493071308,
0.5,0.8,0.1,80.0,90.0,50.0,29652,27783,31673,115182,106540,124803,22011,20559,23606,162054,147411,177312,566437,500915,645940,71825,65612,78094,3502109,2142492,5593384,12183882,6869856,20752161,1369963,833758,2208672,77448550,32367710,152404911,242268428,99673437,465855969,29780918,12310040,58647776,447601647,272206033,586078583,911795747,639845924,1081850535,159958245,99348068,203940379,630790088,554081582,678842258,1079524217,985567205,1141443993,212932155,190202390,227351625,656467867,616149652,687105364,1097358285,1035971444,1146062309,219158663,206283813,229136893,
0.5,0.2,0.1,20.0,80.0,50.0,28854,26843,30940,38713,35328,42358,28239,26264,30290,71572,66073,78409,184807,166785,206154,66713,61530,73018,1572978,1085813,2359824,5456668,3402064,9052870,1431946,988015,2149991,53318362,24629686,107620911,173971901,76298881,356450528,48456513,22402509,97874538,606811355,355847495,860831209,1037400014,765574275,1218191490,547145422,321846842,772797858,1063131501,960321996,1129367998,1243236221,1190250147,1279974543,948217502,859009925,1005451545,1126352665,1092371059,1153275117,1256923100,1226583574,1283369548,1001601033,971887390,1025253512,
0.5,0.4,0.1,40.0,80.0,50.0,29210,27136,31579,49755,45387,54843,27615,25633,29880,80704,75026,87409,213103,194973,234654,67603,62979,73101,1411222,955698,2037987,4528056,2770653,7100964,1122224,758576,1624193,35634025,15900980,69873772,110865886,45382916,224692306,28223222,12554282,55452726,424107699,203483501,661638161,836453946,483595832,1103456268,330698051,159240458,512207408,875031412,725285840,961329436,1170692022,1066028070,1229451967,663448439,555079389,724585648,955239811,907031867,987804852,1201761447,1155568192,1236654903,717437562,682736130,741168355,
0.5,0.6,0.1,60.0,80.0,50.0,28930,26895,31198,67850,62144,74435,25596,23756,27651,94456,87605,102313,274605,247042,305734,65544,61099,70728,1543027,983348,2363818,4955612,2853836,8160713,976591,621284,1499610,33453651,13439258,70112117,103990984,38500325,225413067,21008399,8385697,44126886,349390423,147291595,572295881,740886267,366406719,1041640141,213317296,90998140,343907328,717826983,554009788,809200394,1097335720,941895187,1180734241,418008837,329091380,466035190,792617396,733224972,831844259,1140963581,1073539761,1190238573,454129064,422230515,475657959,
0.5,0.8,0.1,80.0,80.0,50.0,29652,27783,31673,115182,106540,124803,22011,20559,23606,120767,111010,130587,390321,354383,430194,55205,50800,59361,1369831,911211,2047528,4275474,2630004,6833446,532037,353727,798575,18682170,8042318,37907488,57123916,22810784,121031646,7128413,3024698,14577381,172475515,64402475,329945788,433006458,171148055,753838723,63980879,24138111,120399685,468634073,286246833,594503740,881453926,612050290,1039553206,163208488,103139570,202352152,584095285,493335867,639885206,994618928,874161292,1072406300,196535014,168672122,213875050,
0.5,0.2,0.1,20.0,70.0,50.0,28854,26843,30940,38713,35328,42358,28239,26264,30290,59512,54917,65433,129980,119691,141767,55700,51401,61182,688928,510822,969146,2066246,1371836,3244223,626939,464939,880626,14145774,6971649,27813105,43108939,19142614,91781591,12838827,6318733,25271839,220582511,91790152,438831768,514056413,228798176,891525040,199642245,83230188,396960180,819241441,560188154,1018636327,1114084887,909260320,1232865503,734379601,504673240,909882173,1059840774,965396792,1120881741,1209487099,1148241572,1255275850,943746833,861554674,996926967,
0.5,0.4,0.1,40.0,70.0,50.0,29210,27136,31579,49755,45387,54843,27615,25633,29880,65940,61168,71870,151453,140619,163349,55758,51855,60618,610732,446542,832784,1702175,1124692,2514345,485190,354733,661489,8987340,4350212,16877595,25484000,11102143,51264463,7088236,3419882,13348296,117691509,42161106,250454830,291811077,103899780,588756227,92412628,33070463,196546561,558721329,284238975,795362994,910452935,565328733,1125807409,430248180,221083217,606745165,849924028,694952530,936084333,1113487719,988272411,1184686852,642013699,528939844,703830276,
0.5,0.6,0.1,60.0,70.0,50.0,28930,26895,31198,67850,62144,74435,25596,23756,27651,74786,69470,81052,194233,179188,209931,52886,49330,57042,634144,445549,896860,1783067,1127605,2761284,400708,280333,566659,7744949,3450288,15528934,21972805,8764542,47222522,4823190,2133030,9710002,86153943,26359311,199887519,220895158,65587366,494954071,53249735,16224099,123122699,406051409,161535717,639337792,752563912,356233649,1034831787,243351355,98459439,376573153,665229483,471365067,770295402,1007859767,799812097,1116793143,385846838,279031448,442357461,
0.5,0.8,0.1,80.0,70.0,50.0,29652,27783,31673,115182,106540,124803,22011,20559,23606,92828,85946,100791,281259,261192,301786,44072,40989,47488,548526,401319,753761,1527266,1054193,2251724,214132,157224,293291,3974262,1963914,7523171,10919615,4937149,21920335,1493280,728727,2849803,28726281,9505728,68256661,76556922,23581897,186555808,10696297,3510004,25450708,147411632,43217617,316449596,340730054,103858711,672838999,53605834,15840634,113251235,355619007,152957233,521677871,681341237,333479930,917463012,124019671,55045224,177562995,
0.5,0.2,0.1,20.0,60.0,50.0,28854,26843,30940,38713,35328,42358,28239,26264,30290,50795,46579,56007,94297,87340,102149,47748,43849,52562,303689,243912,397764,761524,544724,1121965,276714,222287,360661,3386277,1864511,6284208,8953519,4378431,18187526,3067801,1687947,5678957,40066506,15179471,93073214,102081662,35132269,247687775,36264032,13722427,84316039,303780249,111559630,600648087,578270637,236295233,976540972,273945859,100885365,540565168,780273575,477267068,1003337359,1029445360,761172111,1186424409,698339014,429426361,894824254,
0.5,0.4,0.1,40.0,60.0,50.0,29210,27136,31579,49755,45387,54843,27615,25633,29880,55377,50850,60659,111629,104212,120035,47308,43605,51633,269415,215358,339996,635465,461509,870811,214830,171985,270602,2100303,1152620,3629686,5143006,2529114,9575945,1648278,902543,2854731,17791300,6569617,39765008,43253793,14484133,101782259,13928898,5123417,31216285,127167300,36760897,298556516,272724447,79074230,601485729,99096533,28619166,232219007,448326064,171894588,727912860,727758047,331389501,1025656576,344430695,133212813,554195763,
0.5,0.6,0.1,60.0,60.0,50.0,28930,26895,31198,67850,62144,74435,25596,23756,27651,61083,56452,66534,143581,134407,154500,44122,40993,47772,268805,210620,348111,651770,467871,915909,171409,134658,220356,1677138,871862,3063456,4122026,1935474,8102643,1035045,536835,1897304,11356411,3796941,27462549,27835799,8407675,70887753,6969419,2304775,16926008,69740599,16477962,186051683,158926259,36545812,412583002,42535869,9861065,113313782,259827076,65940828,521203805,489149694,140405516,866207052,155455027,39334592,307162639,
0.5,0.8,0.1,80.0,60.0,50.0,29652,27783,31673,115182,106540,124803,22011,20559,23606,73986,68494,80549,214332,200678,229730,36651,34168,39531,236542,195085,294691,597228,471075,774996,95553,80042,117561,859605,514152,1434427,2073531,1161475,3647516,321591,193501,536409,3299837,1347792,7215349,7874235,2954521,18189381,1207481,491528,2649857,12788476,3515257,34777647,30180966,7610160,85344913,4646887,1264237,12689083,45284394,9078424,134488408,102236731,19487649,301419209,16309957,3245125,48326914,
0.5,0.2,0.1,20.0,50.0,50.0,28854,26843,30940,38713,35328,42358,28239,26264,30290,44548,40596,49223,71519,66301,77955,42056,38391,46371,141266,122207,168569,284286,225210,383884,129344,112142,153893,774696,490666,1323193,1691396,953094,3213614,701107,444453,1194455,5029164,2198932,11404329,11192498,4277902,28365312,4541419,1982155,10187003,32967718,9945546,90059251,71412128,19447172,212918479,29749779,8961444,80414119,170481533,43587618,442373634,316107165,83172185,759200091,153517984,39294774,394544621,
0.5,0.4,0.1,40.0,50.0,50.0,29210,27136,31579,49755,45387,54843,27615,25633,29880,47881,43597,52709,86351,80445,93590,41332,37791,45289,128058,113238,147714,250528,206149,311146,103493,91899,118948,488546,318315,747213,993816,586338,1650189,383116,250127,585213,2145174,971471,4296775,4428020,1794861,9532628,1668489,753962,3350703,9824185,3051985,24849444,20288815,5632935,54392018,7626250,2358658,19322234,43332771,9632555,126456802,86358746,17735450,254505423,33577982,7433260,98127061,
0.5,0.6,0.1,60.0,50.0,50.0,28930,26895,31198,67850,62144,74435,25596,23756,27651,51604,47148,56722,112151,104684,120932,38102,35035,41557,125465,109114,146462,263681,218522,325104,82476,72493,95429,377443,242954,590934,784650,468017,1317640,234018,152127,364943,1260961,561172,2633255,2623899,1059778,5875171,765781,341075,1603056,4422113,1294693,11830851,9222638,2427693,25914632,2669152,777279,7176307,15599391,3079751,49677308,32214144,5749926,106310599,9391702,1838355,30005767,
